permit_number;permit_type;filed_date;issued_date;completed_date;current_status;neighborhood;estimated_cost;days_to_issue;days_to_complete;year
201708306373;otc alterations permit;2017-08-30;NULL;NULL;filed;Mission;30000.0;NULL;NULL;2017
M825427;otc alterations permit;2017-08-30;2017-08-30;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
M825487;otc alterations permit;2017-08-30;2017-08-30;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
201708306410;additions alterations or repairs;2017-08-30;NULL;NULL;approved;Twin Peaks;50000.0;NULL;NULL;2017
M825707;otc alterations permit;2017-08-30;2017-08-30;NULL;issued;Russian Hill;NULL;0.0;NULL;2017
M825787;otc alterations permit;2017-08-30;2017-08-30;NULL;issued;Marina;NULL;0.0;NULL;2017
M825887;otc alterations permit;2017-08-30;NULL;NULL;filed;Marina;NULL;NULL;NULL;2017
M826607;otc alterations permit;2017-08-31;2017-08-31;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
M826867;otc alterations permit;2017-09-01;2017-09-01;NULL;issued;Potrero Hill;NULL;0.0;NULL;2017
201709016792;additions alterations or repairs;2017-09-01;NULL;NULL;filed;Oceanview/Merced/Ingleside;400000.0;NULL;NULL;2017
M827187;otc alterations permit;2017-09-05;2017-09-05;NULL;issued;Marina;NULL;0.0;NULL;2017
201709056816;otc alterations permit;2017-09-05;2017-09-05;2018-02-01;complete;Haight Ashbury;19895.0;0.0;149.0;2017
M827347;otc alterations permit;2017-09-05;2017-09-05;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
M827907;otc alterations permit;2017-09-06;2017-09-06;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
201709067030;otc alterations permit;2017-09-06;2017-09-06;NULL;issued;Nob Hill;18000.0;0.0;NULL;2017
M828147;otc alterations permit;2017-09-06;2017-09-06;NULL;issued;Marina;NULL;0.0;NULL;2017
201709067060;otc alterations permit;2017-09-06;2017-11-21;NULL;issued;Portola;5000.0;76.0;NULL;2017
M828227;otc alterations permit;2017-09-06;2017-09-06;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2017
201709067080;otc alterations permit;2017-09-06;NULL;NULL;filed;Nob Hill;35000.0;NULL;NULL;2017
M828387;otc alterations permit;2017-09-06;2017-09-06;NULL;issued;Mission;NULL;0.0;NULL;2017
M828487;otc alterations permit;2017-09-06;2017-09-06;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
201709077157;otc alterations permit;2017-09-07;NULL;NULL;filed;Castro/Upper Market;1.0;NULL;NULL;2017
M828967;otc alterations permit;2017-09-07;2017-09-07;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
M829047;otc alterations permit;2017-09-07;2017-09-07;NULL;issued;Inner Sunset;NULL;0.0;NULL;2017
M829147;otc alterations permit;2017-09-07;2017-09-07;NULL;issued;Mission;NULL;0.0;NULL;2017
M829427;otc alterations permit;2017-09-08;2017-09-08;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
M829468;otc alterations permit;2017-09-08;2017-09-08;NULL;issued;South of Market;NULL;0.0;NULL;2017
201709087427;otc alterations permit;2017-09-08;2017-09-08;NULL;issued;Bayview Hunters Point;5500.0;0.0;NULL;2017
M830047;otc alterations permit;2017-09-11;2017-09-11;NULL;issued;Glen Park;NULL;0.0;NULL;2017
201709117628;otc alterations permit;2017-09-11;2017-10-06;2018-01-29;complete;Outer Richmond;42000.0;25.0;140.0;2017
M830867;otc alterations permit;2017-09-12;2017-09-12;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
M830987;otc alterations permit;2017-09-12;2017-09-12;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
201709127747;otc alterations permit;2017-09-12;2017-09-12;NULL;issued;Bernal Heights;4500.0;0.0;NULL;2017
M831333;otc alterations permit;2017-09-13;NULL;NULL;filed;Pacific Heights;NULL;NULL;NULL;2017
M831367;otc alterations permit;2017-09-13;2017-09-13;NULL;issued;Sunset/Parkside;NULL;0.0;NULL;2017
201709127819;otc alterations permit;2017-09-12;NULL;NULL;filed;Haight Ashbury;40000.0;NULL;NULL;2017
201709137905;otc alterations permit;2017-09-13;NULL;NULL;filed;Inner Richmond;75000.0;NULL;NULL;2017
201709137948;otc alterations permit;2017-09-13;2017-09-13;NULL;issued;Castro/Upper Market;1.0;0.0;NULL;2017
M831667;otc alterations permit;2017-09-13;2017-09-13;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
201709148185;otc alterations permit;2017-09-14;NULL;NULL;filed;Bernal Heights;25000.0;NULL;NULL;2017
M832167;otc alterations permit;2017-09-15;2017-09-15;NULL;issued;North Beach;NULL;0.0;NULL;2017
M832227;otc alterations permit;2017-09-15;2017-09-15;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
201709158495;additions alterations or repairs;2017-09-15;NULL;NULL;filed;Sunset/Parkside;75000.0;NULL;NULL;2017
M832329;otc alterations permit;2017-09-15;2017-09-15;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
201709158520;otc alterations permit;2017-09-15;NULL;NULL;filed;Nob Hill;90000.0;NULL;NULL;2017
M832447;otc alterations permit;2017-09-15;2017-09-15;NULL;issued;Mission;NULL;0.0;NULL;2017
201709158763;otc alterations permit;2017-09-15;NULL;NULL;filed;Mission;50000.0;NULL;NULL;2017
M832908;otc alterations permit;2017-09-18;2017-09-18;NULL;issued;Mission;NULL;0.0;NULL;2017
201709198910;otc alterations permit;2017-09-19;2017-10-06;NULL;issued;Marina;20000.0;17.0;NULL;2017
M833287;otc alterations permit;2017-09-19;2017-09-19;NULL;issued;Chinatown;NULL;0.0;NULL;2017
M833427;otc alterations permit;2017-09-20;2017-09-20;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2017
M833447;otc alterations permit;2017-09-20;2017-09-20;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
201709209051;otc alterations permit;2017-09-20;2018-02-23;NULL;issued;Pacific Heights;100000.0;156.0;NULL;2017
201709209065;otc alterations permit;2017-09-20;2017-09-20;NULL;issued;Noe Valley;9000.0;0.0;NULL;2017
M833667;otc alterations permit;2017-09-20;2017-09-20;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
201709209110;additions alterations or repairs;2017-09-20;NULL;NULL;filed;Inner Sunset;180000.0;NULL;NULL;2017
M833807;otc alterations permit;2017-09-21;2017-09-21;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
201709219173;additions alterations or repairs;2017-09-21;NULL;NULL;filed;Nob Hill;179226.0;NULL;NULL;2017
M833928;otc alterations permit;2017-09-21;2017-09-21;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M834028;otc alterations permit;2017-09-21;2017-09-21;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
201709219243;otc alterations permit;2017-09-21;2017-09-21;NULL;issued;Mission Bay;8500.0;0.0;NULL;2017
M834207;otc alterations permit;2017-09-22;NULL;NULL;filed;Haight Ashbury;NULL;NULL;NULL;2017
M834508;otc alterations permit;2017-09-22;2017-09-22;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M834907;otc alterations permit;2017-09-25;2017-09-25;NULL;issued;Marina;NULL;0.0;NULL;2017
M835467;otc alterations permit;2017-09-26;2017-09-26;NULL;issued;South of Market;NULL;0.0;NULL;2017
M836087;otc alterations permit;2017-09-27;2017-09-27;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M836467;otc alterations permit;2017-09-27;2017-09-27;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
M836667;otc alterations permit;2017-09-28;2017-09-28;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
M836747;otc alterations permit;2017-09-28;2017-09-28;NULL;issued;Mission;NULL;0.0;NULL;2017
M836887;otc alterations permit;2017-09-28;2017-09-28;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
M837027;otc alterations permit;2017-09-29;2017-09-29;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
201709299977;otc alterations permit;2017-09-29;NULL;NULL;filed;Sunset/Parkside;78000.0;NULL;NULL;2017
M837947;otc alterations permit;2017-10-02;2017-10-02;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M838307;otc alterations permit;2017-10-03;2017-10-03;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M838667;otc alterations permit;2017-10-03;2017-10-03;NULL;issued;Marina;NULL;0.0;NULL;2017
M838907;otc alterations permit;2017-10-04;2017-10-04;NULL;issued;Glen Park;NULL;0.0;NULL;2017
M839347;otc alterations permit;2017-10-04;2017-10-04;NULL;issued;Tenderloin;NULL;0.0;NULL;2017
M839407;otc alterations permit;2017-10-04;2017-10-04;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
M839507;otc alterations permit;2017-10-04;2017-10-04;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2017
M839987;otc alterations permit;2017-10-05;2017-10-05;NULL;issued;Glen Park;NULL;0.0;NULL;2017
M840047;otc alterations permit;2017-10-05;2017-10-05;NULL;issued;Mission;NULL;0.0;NULL;2017
M840207;otc alterations permit;2017-10-05;2017-10-05;NULL;issued;Mission;NULL;0.0;NULL;2017
M840247;otc alterations permit;2017-10-05;2017-10-05;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2017
M840407;otc alterations permit;2017-10-05;2017-10-05;NULL;issued;Hayes Valley;NULL;0.0;NULL;2017
201710060606;otc alterations permit;2017-10-06;NULL;NULL;filed;Sunset/Parkside;NULL;NULL;NULL;2017
M840687;otc alterations permit;2017-10-06;2017-10-06;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
M841189;otc alterations permit;2017-10-10;2017-10-10;NULL;issued;Mission;NULL;0.0;NULL;2017
M841430;otc alterations permit;2017-10-10;2017-10-10;NULL;issued;Visitacion Valley;NULL;0.0;NULL;2017
M841827;otc alterations permit;2017-10-10;2017-10-10;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
M843027;otc alterations permit;2017-10-12;2017-10-12;NULL;issued;Hayes Valley;NULL;0.0;NULL;2017
M843167;otc alterations permit;2017-10-12;2017-10-12;NULL;issued;West of Twin Peaks;NULL;0.0;NULL;2017
M843327;otc alterations permit;2017-10-12;2017-10-12;NULL;issued;Bernal Heights;NULL;0.0;NULL;2017
201710121123;otc alterations permit;2017-10-12;NULL;NULL;filed;Inner Richmond;55000.0;NULL;NULL;2017
201710121134;otc alterations permit;2017-10-12;NULL;NULL;filed;Russian Hill;NULL;NULL;NULL;2017
M843528;otc alterations permit;2017-10-12;2017-10-12;NULL;issued;Twin Peaks;NULL;0.0;NULL;2017
M843607;otc alterations permit;2017-10-13;2017-10-13;NULL;issued;Marina;NULL;0.0;NULL;2017
M843667;otc alterations permit;2017-10-13;2017-10-13;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M843707;otc alterations permit;2017-10-13;2017-10-13;NULL;issued;Mission;NULL;0.0;NULL;2017
201710131191;otc alterations permit;2017-10-13;2017-10-13;2017-11-06;complete;Marina;1.0;0.0;24.0;2017
M843847;otc alterations permit;2017-10-13;2017-10-13;NULL;issued;Western Addition;NULL;0.0;NULL;2017
M844367;otc alterations permit;2017-10-16;2017-10-16;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M844667;otc alterations permit;2017-10-16;2017-10-16;NULL;issued;Bernal Heights;NULL;0.0;NULL;2017
M845367;otc alterations permit;2017-10-17;2017-10-17;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M845887;otc alterations permit;2017-10-18;2017-10-18;NULL;issued;Mission;NULL;0.0;NULL;2017
M846027;otc alterations permit;2017-10-19;2017-10-19;NULL;issued;Presidio Heights;NULL;0.0;NULL;2017
M846287;otc alterations permit;2017-10-19;2017-10-19;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
M846527;otc alterations permit;2017-10-20;2017-10-20;NULL;issued;Inner Richmond;NULL;0.0;NULL;2017
M846848;otc alterations permit;2017-10-23;2017-10-23;NULL;issued;Russian Hill;NULL;0.0;NULL;2017
M847067;otc alterations permit;2017-10-23;2017-10-23;NULL;issued;Outer Mission;NULL;0.0;NULL;2017
M847087;otc alterations permit;2017-10-23;2017-10-23;NULL;issued;Bernal Heights;NULL;0.0;NULL;2017
M847167;otc alterations permit;2017-10-23;2017-10-23;NULL;issued;Marina;NULL;0.0;NULL;2017
M847751;otc alterations permit;2017-10-24;2017-10-24;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
M847848;otc alterations permit;2017-10-25;2017-10-25;NULL;issued;Marina;NULL;0.0;NULL;2017
201710252236;otc alterations permit;2017-10-25;2017-10-25;NULL;issued;Mission;500.0;0.0;NULL;2017
201710252274;otc alterations permit;2017-10-25;NULL;NULL;filed;Lone Mountain/USF;65000.0;NULL;NULL;2017
201710262296;otc alterations permit;2017-10-26;2017-10-26;2018-01-09;complete;Outer Richmond;25000.0;0.0;75.0;2017
201710262316;otc alterations permit;2017-10-26;2017-10-26;NULL;issued;Lone Mountain/USF;8800.0;0.0;NULL;2017
M848307;otc alterations permit;2017-10-26;2017-10-26;NULL;issued;Western Addition;NULL;0.0;NULL;2017
201710272463;sign - erect;2017-10-27;2018-02-21;NULL;issued;Visitacion Valley;500.0;117.0;NULL;2017
M848729;otc alterations permit;2017-10-27;2017-10-27;NULL;issued;Outer Mission;NULL;0.0;NULL;2017
201710302549;otc alterations permit;2017-10-30;NULL;NULL;filed;Treasure Island;4500.0;NULL;NULL;2017
M848967;otc alterations permit;2017-10-30;2017-10-30;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M849567;otc alterations permit;2017-10-30;2017-10-30;NULL;issued;Twin Peaks;NULL;0.0;NULL;2017
M849987;otc alterations permit;2017-10-31;2017-10-31;NULL;issued;Inner Richmond;NULL;0.0;NULL;2017
M850127;otc alterations permit;2017-10-31;2017-10-31;NULL;issued;Mission;NULL;0.0;NULL;2017
M850368;otc alterations permit;2017-10-31;2017-10-31;NULL;issued;North Beach;NULL;0.0;NULL;2017
M850507;otc alterations permit;2017-11-01;2017-11-01;NULL;issued;Castro/Upper Market;NULL;0.0;NULL;2017
M850667;otc alterations permit;2017-11-01;2017-11-01;NULL;issued;Bernal Heights;NULL;0.0;NULL;2017
201711012858;otc alterations permit;2017-11-01;2017-11-01;2017-11-14;complete;Nob Hill;11425.0;0.0;13.0;2017
M850867;otc alterations permit;2017-11-01;2017-11-01;NULL;issued;Mission Bay;NULL;0.0;NULL;2017
201711022977;otc alterations permit;2017-11-02;2017-11-02;NULL;issued;Inner Sunset;9980.0;0.0;NULL;2017
201711033027;additions alterations or repairs;2017-11-03;NULL;NULL;filed;Noe Valley;40000.0;NULL;NULL;2017
201711033062;otc alterations permit;2017-11-03;NULL;NULL;filed;Outer Mission;NULL;NULL;NULL;2017
201711033081;additions alterations or repairs;2017-11-03;NULL;NULL;filed;West of Twin Peaks;350000.0;NULL;NULL;2017
M851887;otc alterations permit;2017-11-03;2017-11-03;NULL;issued;Mission;NULL;0.0;NULL;2017
M852227;otc alterations permit;2017-11-06;2017-11-06;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
M852427;otc alterations permit;2017-11-06;2017-11-06;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M852447;otc alterations permit;2017-11-06;2017-11-06;NULL;issued;Excelsior;NULL;0.0;NULL;2017
201711073319;otc alterations permit;2017-11-07;2017-11-07;2017-11-08;complete;Castro/Upper Market;1.0;0.0;1.0;2017
M853127;otc alterations permit;2017-11-07;2017-11-07;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
201711073377;sign - erect;2017-11-07;2018-01-24;NULL;issued;South of Market;3000.0;78.0;NULL;2017
M853727;otc alterations permit;2017-11-08;2017-11-08;NULL;issued;Glen Park;NULL;0.0;NULL;2017
M853787;otc alterations permit;2017-11-08;2017-11-08;NULL;issued;Mission;NULL;0.0;NULL;2017
M853947;otc alterations permit;2017-11-08;2017-11-08;NULL;issued;North Beach;NULL;0.0;NULL;2017
M854127;otc alterations permit;2017-11-09;2017-11-09;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
201711093618;otc alterations permit;2017-11-09;2017-11-09;2018-01-11;complete;Pacific Heights;44600.0;0.0;63.0;2017
201711093633;otc alterations permit;2017-11-09;2017-11-20;NULL;issued;Potrero Hill;15800.0;11.0;NULL;2017
M854667;otc alterations permit;2017-11-10;2017-11-10;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M854687;otc alterations permit;2017-11-10;2017-11-10;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M855147;otc alterations permit;2017-11-13;2017-11-13;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M855247;otc alterations permit;2017-11-13;2017-11-13;NULL;issued;Mission;NULL;0.0;NULL;2017
201711143989;otc alterations permit;2017-11-14;2017-11-14;NULL;issued;Sunset/Parkside;5500.0;0.0;NULL;2017
201711154080;otc alterations permit;2017-11-15;NULL;NULL;filed;Noe Valley;1.0;NULL;NULL;2017
201711164113;sign - erect;2017-11-16;2017-11-16;NULL;issued;Chinatown;47200.0;0.0;NULL;2017
M856547;otc alterations permit;2017-11-16;2017-11-16;NULL;issued;Pacific Heights;NULL;0.0;NULL;2017
M856787;otc alterations permit;2017-11-16;2017-11-16;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
M856847;otc alterations permit;2017-11-16;2017-11-16;NULL;issued;Nob Hill;NULL;0.0;NULL;2017
M857007;otc alterations permit;2017-11-17;2017-11-17;NULL;issued;South of Market;NULL;0.0;NULL;2017
M857247;otc alterations permit;2017-11-17;2017-11-17;NULL;issued;Oceanview/Merced/Ingleside;NULL;0.0;NULL;2017
M857307;otc alterations permit;2017-11-17;2017-11-17;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
M857387;otc alterations permit;2017-11-17;2017-11-17;NULL;issued;Haight Ashbury;NULL;0.0;NULL;2017
201711204327;otc alterations permit;2017-11-20;2017-11-20;NULL;issued;Tenderloin;26000.0;0.0;NULL;2017
201711204334;otc alterations permit;2017-11-20;2017-11-20;NULL;issued;Sunset/Parkside;20000.0;0.0;NULL;2017
M857747;otc alterations permit;2017-11-20;2017-11-20;NULL;issued;Chinatown;NULL;0.0;NULL;2017
201711204428;otc alterations permit;2017-11-20;2017-11-20;2017-11-29;complete;North Beach;14500.0;0.0;9.0;2017
201711204448;additions alterations or repairs;2017-11-20;NULL;NULL;approved;Haight Ashbury;30000.0;NULL;NULL;2017
M858153;otc alterations permit;2017-11-21;2017-11-21;NULL;issued;Sunset/Parkside;NULL;0.0;NULL;2017
M858368;otc alterations permit;2017-11-22;2017-11-22;NULL;issued;Mission;NULL;0.0;NULL;2017
M858527;otc alterations permit;2017-11-22;2017-11-22;NULL;issued;Marina;NULL;0.0;NULL;2017
M858727;otc alterations permit;2017-11-27;2017-11-27;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
M858930;otc alterations permit;2017-11-27;2017-11-27;NULL;issued;Outer Richmond;NULL;0.0;NULL;2017
201711274834;otc alterations permit;2017-11-27;NULL;NULL;filed;Tenderloin;500000.0;NULL;NULL;2017
201711274861;otc alterations permit;2017-11-27;2017-11-27;NULL;issued;Haight Ashbury;12000.0;0.0;NULL;2017
M859467;otc alterations permit;2017-11-28;2017-11-28;NULL;issued;Mission;NULL;0.0;NULL;2017
M859588;otc alterations permit;2017-11-28;2017-11-28;NULL;issued;Lincoln Park;NULL;0.0;NULL;2017
M859687;otc alterations permit;2017-11-28;2017-11-28;NULL;issued;Bernal Heights;NULL;0.0;NULL;2017
M859847;otc alterations permit;2017-11-28;2017-11-28;NULL;issued;Mission;NULL;0.0;NULL;2017
M859887;otc alterations permit;2017-11-28;2017-11-28;NULL;issued;Mission;NULL;0.0;NULL;2017
M860107;otc alterations permit;2017-11-29;2017-11-29;NULL;issued;North Beach;NULL;0.0;NULL;2017
M860847;otc alterations permit;2017-11-30;NULL;NULL;filed;Mission;NULL;NULL;NULL;2017
M860887;otc alterations permit;2017-11-30;2017-11-30;NULL;issued;Mission;NULL;0.0;NULL;2017
M860987;otc alterations permit;2017-11-30;2017-11-30;NULL;issued;Lone Mountain/USF;NULL;0.0;NULL;2017
M861047;otc alterations permit;2017-11-30;2017-11-30;NULL;issued;Glen Park;NULL;0.0;NULL;2017
M861127;otc alterations permit;2017-11-30;2017-12-01;NULL;issued;Financial District/South Beach;NULL;1.0;NULL;2017
M861207;otc alterations permit;2017-11-30;2017-11-30;NULL;issued;Inner Sunset;NULL;0.0;NULL;2017
M861347;otc alterations permit;2017-12-01;2017-12-01;NULL;issued;North Beach;NULL;0.0;NULL;2017
M861487;otc alterations permit;2017-12-01;2017-12-01;NULL;issued;Financial District/South Beach;NULL;0.0;NULL;2017
M861567;otc alterations permit;2017-12-01;2017-12-01;NULL;issued;Inner Richmond;NULL;0.0;NULL;2017
201712015317;otc alterations permit;2017-12-01;2017-12-01;NULL;issued;West of Twin Peaks;13000.0;0.0;NULL;2017
M862631;otc alterations permit;2017-12-05;2017-12-05;NULL;issued;Tenderloin;NULL;0.0;NULL;2017
M862707;otc alterations permit;2017-12-05;2017-12-05;NULL;issued;North Beach;NULL;0.0;NULL;2017
M863027;otc alterations permit;2017-12-05;2017-12-05;NULL;issued;Noe Valley;NULL;0.0;NULL;2017
M863327;otc alterations permit;2017-12-06;2017-12-06;NULL;issued;Hayes Valley;NULL;0.0;NULL;2017
